Período;ARS;Nº Consultas nos CSP;Nº Consultas CSP (Não Programadas);Nº Consultas CSP (Programadas);Nº Consultas Gripe nos CSP
2017-06-26;ARS Algarve;4825.0;2463.0;2362.0;1.0
2017-06-29;ARS Alentejo;6148.0;3164.0;2984.0;4.0
2017-06-30;ARS Lisboa e Vale do Tejo;23508.0;9792.0;13716.0;4.0
2017-07-02;ARS Norte;1941.0;1941.0;0.0;2.0
2017-07-02;ARS Lisboa e Vale do Tejo;1067.0;1067.0;0.0;1.0
2017-07-05;ARS Centro;22245.0;12170.0;10075.0;9.0
2017-07-05;ARS Algarve;3998.0;2005.0;1993.0;4.0
2017-07-07;ARS Norte;40049.0;21066.0;18983.0;10.0
2017-07-08;ARS Lisboa e Vale do Tejo;1660.0;1630.0;30.0;4.0
2017-07-09;ARS Lisboa e Vale do Tejo;1081.0;1081.0;0.0;2.0
2017-07-10;ARS Alentejo;7643.0;4345.0;3298.0;3.0
2017-07-10;ARS Algarve;4493.0;2334.0;2159.0;4.0
2017-07-11;ARS Norte;52114.0;27402.0;24712.0;14.0
2017-07-13;ARS Lisboa e Vale do Tejo;27631.0;11115.0;16516.0;7.0
2017-07-13;ARS Alentejo;6190.0;3183.0;3007.0;2.0
2017-07-13;ARS Algarve;4085.0;2020.0;2065.0;3.0
2017-07-14;ARS Centro;16213.0;9385.0;6828.0;7.0
2017-07-14;ARS Lisboa e Vale do Tejo;23101.0;9475.0;13626.0;12.0
2017-07-15;ARS Algarve;311.0;237.0;74.0;1.0
2017-07-21;ARS Alentejo;5453.0;2924.0;2529.0;1.0
2017-07-21;ARS Algarve;3415.0;1771.0;1644.0;5.0
2017-07-22;ARS Centro;2054.0;1957.0;97.0;1.0
2017-07-23;ARS Norte;1892.0;1892.0;0.0;10.0
2017-07-23;ARS Algarve;270.0;270.0;0.0;1.0
2017-07-24;ARS Algarve;4483.0;2452.0;2031.0;5.0
2017-07-25;ARS Centro;19978.0;11304.0;8674.0;4.0
2017-07-27;ARS Algarve;3891.0;2020.0;1871.0;4.0
2017-07-29;ARS Lisboa e Vale do Tejo;1736.0;1719.0;17.0;8.0
2017-07-29;ARS Algarve;371.0;334.0;37.0;0.0
2017-07-30;ARS Centro;1759.0;1758.0;1.0;1.0
2017-08-01;ARS Lisboa e Vale do Tejo;26749.0;11856.0;14893.0;6.0
2017-08-03;ARS Centro;19356.0;10666.0;8690.0;7.0
2017-08-03;ARS Lisboa e Vale do Tejo;24818.0;10399.0;14419.0;7.0
2017-08-03;ARS Algarve;3764.0;2098.0;1666.0;1.0
2017-08-05;ARS Lisboa e Vale do Tejo;1690.0;1669.0;21.0;5.0
2017-08-05;ARS Alentejo;738.0;677.0;61.0;2.0
2017-08-07;ARS Algarve;4418.0;2402.0;2016.0;3.0
2017-08-09;ARS Lisboa e Vale do Tejo;24644.0;10323.0;14321.0;12.0
2017-08-11;ARS Norte;35443.0;18652.0;16791.0;10.0
2017-08-11;ARS Lisboa e Vale do Tejo;20423.0;8751.0;11672.0;12.0
2017-08-14;ARS Alentejo;5440.0;3349.0;2091.0;4.0
2017-08-14;ARS Algarve;3855.0;2172.0;1683.0;5.0
2017-08-15;ARS Centro;1879.0;1867.0;12.0;9.0
2017-08-16;ARS Norte;47915.0;27931.0;19984.0;16.0
2017-08-17;ARS Norte;43720.0;23912.0;19808.0;12.0
2017-08-17;ARS Alentejo;6734.0;3814.0;2920.0;2.0
2017-08-19;ARS Norte;2607.0;2488.0;119.0;6.0
2017-08-19;ARS Centro;2164.0;2077.0;87.0;3.0
2017-08-19;ARS Alentejo;857.0;747.0;110.0;0.0
2017-08-19;ARS Algarve;378.0;371.0;7.0;0.0
2017-08-22;ARS Alentejo;7176.0;3891.0;3285.0;2.0
2017-08-23;ARS Algarve;3862.0;2055.0;1807.0;4.0
2017-08-24;ARS Norte;41472.0;21607.0;19865.0;5.0
2017-08-24;ARS Centro;19450.0;10748.0;8702.0;2.0
2017-08-24;ARS Alentejo;6497.0;3512.0;2985.0;4.0
2017-08-26;ARS Centro;2143.0;2032.0;111.0;3.0
2017-08-26;ARS Lisboa e Vale do Tejo;1783.0;1756.0;27.0;9.0
2017-08-29;ARS Centro;21415.0;12146.0;9269.0;8.0
2017-08-29;ARS Lisboa e Vale do Tejo;27352.0;11662.0;15690.0;11.0
2017-08-31;ARS Lisboa e Vale do Tejo;25509.0;10331.0;15178.0;12.0
2017-08-31;ARS Alentejo;6496.0;3407.0;3089.0;0.0
2017-09-02;ARS Norte;2179.0;2078.0;101.0;5.0
2017-09-04;ARS Centro;23395.0;13857.0;9538.0;12.0
2017-09-04;ARS Alentejo;7760.0;4577.0;3183.0;0.0
2017-09-05;ARS Norte;51292.0;27707.0;23585.0;13.0
2017-09-05;ARS Centro;22046.0;12434.0;9612.0;11.0
2017-09-06;ARS Lisboa e Vale do Tejo;26407.0;10822.0;15585.0;10.0
2017-09-06;ARS Algarve;3802.0;1900.0;1902.0;3.0
2017-09-07;ARS Norte;45349.0;23246.0;22103.0;14.0
2017-09-09;ARS Alentejo;791.0;718.0;73.0;0.0
2017-09-11;ARS Alentejo;7957.0;4327.0;3630.0;1.0
2017-09-11;ARS Algarve;4941.0;2774.0;2167.0;4.0
2017-09-13;ARS Lisboa e Vale do Tejo;27744.0;11182.0;16562.0;17.0
2017-09-15;ARS Norte;38537.0;20143.0;18394.0;32.0
2017-09-16;ARS Algarve;339.0;289.0;50.0;4.0
2017-09-17;ARS Centro;1645.0;1636.0;9.0;0.0
2017-09-18;ARS Norte;59481.0;32479.0;27002.0;32.0
2017-09-19;ARS Algarve;4514.0;2354.0;2160.0;3.0
2017-09-20;ARS Norte;51808.0;26317.0;25491.0;41.0
2017-09-20;ARS Alentejo;7698.0;4113.0;3585.0;8.0
2017-09-21;ARS Centro;20567.0;11145.0;9422.0;22.0
2017-09-22;ARS Centro;17803.0;10577.0;7226.0;13.0
2017-09-23;ARS Alentejo;815.0;756.0;59.0;1.0
2017-09-24;ARS Lisboa e Vale do Tejo;1300.0;1300.0;0.0;6.0
2017-09-25;ARS Algarve;5012.0;2664.0;2348.0;11.0
2017-09-26;ARS Norte;57214.0;29486.0;27728.0;60.0
2017-09-26;ARS Lisboa e Vale do Tejo;32182.0;13326.0;18856.0;31.0
2017-09-27;ARS Alentejo;8127.0;4195.0;3932.0;12.0
2017-09-29;ARS Alentejo;5987.0;3084.0;2903.0;11.0
2017-10-04;ARS Alentejo;8186.0;4217.0;3969.0;7.0
2017-10-05;ARS Lisboa e Vale do Tejo;1209.0;1209.0;0.0;19.0
2017-10-06;ARS Norte;41569.0;25446.0;16123.0;52.0
2017-10-06;ARS Lisboa e Vale do Tejo;23039.0;11011.0;12028.0;26.0
2017-10-08;ARS Centro;1916.0;1916.0;0.0;30.0
2017-10-08;ARS Alentejo;867.0;794.0;73.0;3.0
2017-10-09;ARS Alentejo;9423.0;5185.0;4238.0;7.0
2017-10-11;ARS Alentejo;8227.0;4287.0;3940.0;11.0
2017-10-13;ARS Lisboa e Vale do Tejo;25610.0;11170.0;14440.0;29.0
2017-10-13;ARS Alentejo;6406.0;3501.0;2905.0;11.0
2017-10-14;ARS Norte;2685.0;2567.0;118.0;18.0
2017-10-15;ARS Alentejo;870.0;817.0;53.0;2.0
2017-10-17;ARS Lisboa e Vale do Tejo;33288.0;13871.0;19417.0;47.0
2017-10-17;ARS Alentejo;8384.0;4286.0;4098.0;8.0
2017-10-18;ARS Centro;22718.0;12719.0;9999.0;23.0
2017-10-19;ARS Lisboa e Vale do Tejo;30655.0;12598.0;18057.0;43.0
2017-10-20;ARS Algarve;4071.0;2068.0;2003.0;3.0
2017-10-21;ARS Norte;2490.0;2380.0;110.0;14.0
2017-10-21;ARS Alentejo;897.0;798.0;99.0;2.0
2017-10-22;ARS Norte;2179.0;2179.0;0.0;10.0
2017-10-23;ARS Alentejo;8891.0;4713.0;4178.0;6.0
2017-10-24;ARS Centro;26114.0;14199.0;11915.0;34.0
2017-10-25;ARS Lisboa e Vale do Tejo;20916.0;8870.0;12046.0;23.0
2017-10-26;ARS Centro;23515.0;12487.0;11028.0;33.0
2017-10-28;ARS Norte;2739.0;2630.0;109.0;30.0
2017-10-29;ARS Centro;1758.0;1758.0;0.0;7.0
2017-10-29;ARS Alentejo;794.0;747.0;47.0;5.0
2017-10-30;ARS Norte;62444.0;34246.0;28198.0;66.0
2017-10-30;ARS Centro;26157.0;15150.0;11007.0;35.0
2017-10-30;ARS Lisboa e Vale do Tejo;34489.0;15393.0;19096.0;27.0
2017-10-30;ARS Alentejo;8416.0;4574.0;3842.0;3.0
2017-10-30;ARS Algarve;5206.0;2855.0;2351.0;7.0
2017-10-31;ARS Centro;22825.0;12348.0;10477.0;32.0
2017-11-01;ARS Alentejo;785.0;753.0;32.0;2.0
2017-11-02;ARS Lisboa e Vale do Tejo;28557.0;12737.0;15820.0;43.0
2017-11-02;ARS Alentejo;7413.0;4042.0;3371.0;18.0
2017-11-04;ARS Algarve;280.0;254.0;26.0;3.0
2017-11-05;ARS Centro;1702.0;1702.0;0.0;9.0
2017-11-05;ARS Algarve;252.0;184.0;68.0;2.0
2017-11-08;ARS Centro;16645.0;9458.0;7187.0;32.0
2017-11-08;ARS Alentejo;6858.0;3624.0;3234.0;10.0
2017-11-10;ARS Lisboa e Vale do Tejo;27272.0;11939.0;15333.0;42.0
2017-11-10;ARS Algarve;4286.0;2287.0;1999.0;5.0
2017-11-11;ARS Algarve;309.0;306.0;3.0;2.0
2017-11-12;ARS Alentejo;769.0;696.0;73.0;8.0
2017-11-12;ARS Algarve;268.0;239.0;29.0;0.0
2017-11-13;ARS Norte;65260.0;35488.0;29772.0;108.0
2017-11-13;ARS Algarve;5206.0;2733.0;2473.0;16.0
2017-11-15;ARS Norte;54929.0;27833.0;27096.0;86.0
2017-11-15;ARS Centro;23904.0;13040.0;10864.0;34.0
2017-11-16;ARS Norte;51514.0;26030.0;25484.0;88.0
2017-11-17;ARS Centro;18892.0;10900.0;7992.0;33.0
2017-11-17;ARS Alentejo;6128.0;3216.0;2912.0;8.0
2017-11-18;ARS Centro;2030.0;1899.0;131.0;16.0
2017-11-23;ARS Alentejo;7836.0;3913.0;3923.0;16.0
2017-11-23;ARS Algarve;4693.0;2306.0;2387.0;14.0
2017-11-24;ARS Alentejo;5364.0;3006.0;2358.0;11.0
2017-11-25;ARS Centro;2170.0;2055.0;115.0;27.0
2017-11-28;ARS Algarve;5397.0;2717.0;2680.0;8.0
2017-11-29;ARS Lisboa e Vale do Tejo;32467.0;13051.0;19416.0;69.0
2017-11-29;ARS Algarve;4350.0;2268.0;2082.0;11.0
2017-11-30;ARS Lisboa e Vale do Tejo;30626.0;12062.0;18564.0;76.0
2017-11-30;ARS Algarve;4126.0;2098.0;2028.0;11.0
2017-12-03;ARS Norte;2494.0;2494.0;0.0;66.0
2017-12-03;ARS Centro;1776.0;1776.0;0.0;39.0
2017-12-03;ARS Alentejo;709.0;674.0;35.0;1.0
2017-12-05;ARS Norte;55414.0;29801.0;25613.0;219.0
2017-12-07;ARS Centro;20479.0;11448.0;9031.0;59.0
2017-12-07;ARS Lisboa e Vale do Tejo;28626.0;11855.0;16771.0;102.0
2017-12-08;ARS Centro;1791.0;1791.0;0.0;38.0
2017-12-08;ARS Alentejo;771.0;743.0;28.0;20.0
2017-12-09;ARS Centro;2211.0;2103.0;108.0;27.0
2017-12-09;ARS Algarve;344.0;315.0;29.0;4.0
2017-12-10;ARS Algarve;287.0;243.0;44.0;2.0
2017-12-11;ARS Norte;61761.0;34216.0;27545.0;309.0
2017-12-12;ARS Norte;59101.0;32184.0;26917.0;298.0
2017-12-12;ARS Centro;25763.0;14470.0;11293.0;85.0
2017-12-13;ARS Centro;23931.0;13446.0;10485.0;93.0
2017-12-14;ARS Norte;52288.0;26598.0;25690.0;318.0
2017-12-15;ARS Centro;18224.0;10684.0;7540.0;59.0
2017-12-15;ARS Algarve;3873.0;1943.0;1930.0;16.0
2017-12-16;ARS Centro;2088.0;1953.0;135.0;28.0
2017-12-17;ARS Alentejo;764.0;699.0;65.0;12.0
2017-12-18;ARS Centro;25277.0;14583.0;10694.0;106.0
2017-12-18;ARS Algarve;4847.0;2567.0;2280.0;27.0
2017-12-19;ARS Norte;55051.0;28632.0;26419.0;405.0
2017-12-21;ARS Centro;20069.0;11054.0;9015.0;99.0
2017-12-21;ARS Alentejo;6577.0;3398.0;3179.0;45.0
2017-12-22;ARS Lisboa e Vale do Tejo;21189.0;8965.0;12224.0;131.0
2017-12-25;ARS Lisboa e Vale do Tejo;840.0;840.0;0.0;28.0
2017-12-26;ARS Norte;5627.0;4866.0;761.0;316.0
2017-12-26;ARS Centro;3199.0;2945.0;254.0;101.0
2017-12-26;ARS Lisboa e Vale do Tejo;1681.0;1580.0;101.0;43.0
2017-12-26;ARS Alentejo;1603.0;1443.0;160.0;49.0
2017-12-27;ARS Centro;21604.0;13901.0;7703.0;196.0
2017-12-27;ARS Alentejo;7343.0;4693.0;2650.0;108.0
2017-12-29;ARS Lisboa e Vale do Tejo;20743.0;9856.0;10887.0;261.0
2017-12-29;ARS Alentejo;5458.0;3397.0;2061.0;70.0
2018-01-02;ARS Algarve;3864.0;2219.0;1645.0;50.0
2018-01-03;ARS Centro;26394.0;15705.0;10689.0;251.0
2018-01-03;ARS Algarve;4461.0;2471.0;1990.0;63.0
2018-01-04;ARS Centro;26063.0;14977.0;11086.0;278.0
2018-01-05;ARS Norte;47345.0;27086.0;20259.0;711.0
2018-01-05;ARS Centro;20666.0;12475.0;8191.0;251.0
2018-01-05;ARS Alentejo;6887.0;3886.0;3001.0;83.0
2018-01-06;ARS Algarve;433.0;420.0;13.0;35.0
2018-01-12;ARS Centro;19308.0;11656.0;7652.0;270.0
2018-01-12;ARS Alentejo;6477.0;3712.0;2765.0;87.0
2018-01-14;ARS Lisboa e Vale do Tejo;1904.0;1904.0;0.0;86.0
2018-01-14;ARS Algarve;350.0;319.0;31.0;23.0
2018-01-15;ARS Alentejo;9386.0;5220.0;4166.0;110.0
2018-01-16;ARS Alentejo;9301.0;5051.0;4250.0;117.0
2018-01-16;ARS Algarve;5322.0;2688.0;2634.0;56.0
2018-01-17;ARS Algarve;4473.0;2408.0;2065.0;48.0
2018-01-19;ARS Alentejo;6736.0;3665.0;3071.0;80.0
2018-01-20;ARS Alentejo;1047.0;981.0;66.0;45.0
2018-01-21;ARS Norte;3315.0;3315.0;0.0;166.0
2018-01-21;ARS Lisboa e Vale do Tejo;1995.0;1995.0;0.0;105.0
2018-01-22;ARS Norte;68052.0;37239.0;30813.0;674.0
2018-01-22;ARS Centro;29490.0;17204.0;12286.0;431.0
2018-01-24;ARS Alentejo;7641.0;4166.0;3475.0;62.0
2018-01-25;ARS Lisboa e Vale do Tejo;31102.0;12647.0;18455.0;387.0
2018-01-26;ARS Centro;19515.0;11702.0;7813.0;259.0
2018-01-27;ARS Algarve;434.0;384.0;50.0;16.0
2018-01-28;ARS Lisboa e Vale do Tejo;1898.0;1898.0;0.0;145.0
2018-01-28;ARS Algarve;354.0;260.0;94.0;7.0
2018-01-29;ARS Norte;64467.0;34583.0;29884.0;617.0
2018-02-01;ARS Lisboa e Vale do Tejo;31899.0;13274.0;18625.0;383.0
2018-02-01;ARS Algarve;4686.0;2344.0;2342.0;43.0
2018-02-02;ARS Alentejo;6324.0;3481.0;2843.0;68.0
2018-02-03;ARS Lisboa e Vale do Tejo;2823.0;2809.0;14.0;152.0
2018-02-03;ARS Alentejo;983.0;902.0;81.0;34.0
2018-02-05;ARS Centro;28272.0;16354.0;11918.0;337.0
2018-02-05;ARS Lisboa e Vale do Tejo;37824.0;16387.0;21437.0;429.0
2018-02-05;ARS Algarve;5266.0;2715.0;2551.0;48.0
2018-02-06;ARS Algarve;5346.0;2577.0;2769.0;57.0
2018-02-07;ARS Alentejo;8594.0;4586.0;4008.0;84.0
2018-02-09;ARS Alentejo;6322.0;3339.0;2983.0;64.0
2018-02-10;ARS Lisboa e Vale do Tejo;2633.0;2612.0;21.0;143.0
2018-02-11;ARS Lisboa e Vale do Tejo;1705.0;1705.0;0.0;100.0
2018-02-12;ARS Centro;24275.0;14073.0;10202.0;215.0
2018-02-12;ARS Lisboa e Vale do Tejo;31430.0;13584.0;17846.0;361.0
2018-02-12;ARS Alentejo;7765.0;4471.0;3294.0;83.0
2018-02-13;ARS Alentejo;1215.0;1154.0;61.0;68.0
2018-02-13;ARS Algarve;350.0;346.0;4.0;17.0
2018-02-15;ARS Algarve;4776.0;2424.0;2352.0;46.0
2018-02-18;ARS Algarve;361.0;292.0;69.0;29.0
2018-02-19;ARS Alentejo;9851.0;5634.0;4217.0;99.0
2018-02-20;ARS Alentejo;9632.0;5141.0;4491.0;63.0
2018-02-21;ARS Norte;54312.0;27507.0;26805.0;302.0
2018-02-23;ARS Alentejo;6392.0;3469.0;2923.0;49.0
2018-02-24;ARS Norte;3309.0;3189.0;120.0;150.0
2018-02-25;ARS Norte;2982.0;2982.0;0.0;106.0
2018-02-26;ARS Norte;64212.0;33947.0;30265.0;318.0
2018-02-26;ARS Lisboa e Vale do Tejo;37298.0;15706.0;21592.0;253.0
2018-02-27;ARS Alentejo;8967.0;4716.0;4251.0;74.0
2018-02-28;ARS Lisboa e Vale do Tejo;31526.0;12501.0;19025.0;205.0
2018-03-01;ARS Algarve;3507.0;1792.0;1715.0;36.0
2018-03-02;ARS Centro;18175.0;10797.0;7378.0;147.0
2018-03-02;ARS Algarve;3121.0;1730.0;1391.0;20.0
2018-03-03;ARS Alentejo;989.0;927.0;62.0;19.0
2018-03-05;ARS Norte;62887.0;33931.0;28956.0;299.0
2018-03-06;ARS Norte;58793.0;29814.0;28979.0;228.0
2018-03-06;ARS Algarve;5432.0;2705.0;2727.0;32.0
2018-03-08;ARS Lisboa e Vale do Tejo;30092.0;11627.0;18465.0;151.0
2018-03-09;ARS Centro;17983.0;10402.0;7581.0;98.0
2018-03-14;ARS Norte;48952.0;23929.0;25023.0;174.0
2018-03-14;ARS Centro;22675.0;11999.0;10676.0;94.0
2018-03-14;ARS Lisboa e Vale do Tejo;30569.0;11735.0;18834.0;97.0
2018-03-18;ARS Norte;2546.0;2546.0;0.0;76.0
2018-03-20;ARS Lisboa e Vale do Tejo;33897.0;13723.0;20174.0;91.0
2018-03-21;ARS Norte;53263.0;26331.0;26932.0;134.0
2018-03-21;ARS Centro;23304.0;12538.0;10766.0;78.0
2018-03-21;ARS Lisboa e Vale do Tejo;32412.0;12974.0;19438.0;77.0
2018-03-22;ARS Norte;51125.0;24470.0;26655.0;134.0
2018-03-23;ARS Lisboa e Vale do Tejo;25104.0;10230.0;14874.0;58.0
2018-03-24;ARS Lisboa e Vale do Tejo;2012.0;1983.0;29.0;39.0
2018-03-24;ARS Algarve;335.0;244.0;91.0;5.0
2018-03-25;ARS Centro;1784.0;1784.0;0.0;34.0
2018-03-25;ARS Algarve;251.0;230.0;21.0;1.0
2018-03-27;ARS Centro;23349.0;12401.0;10948.0;53.0
2018-03-27;ARS Algarve;5013.0;2341.0;2672.0;12.0
2018-03-30;ARS Centro;1803.0;1801.0;2.0;30.0
2018-03-30;ARS Algarve;260.0;255.0;5.0;0.0
2018-03-31;ARS Algarve;310.0;273.0;37.0;0.0
2018-04-01;ARS Norte;1554.0;1554.0;0.0;33.0
2018-04-01;ARS Alentejo;652.0;619.0;33.0;7.0
2018-04-01;ARS Algarve;145.0;105.0;40.0;0.0
2018-04-04;ARS Norte;53221.0;28060.0;25161.0;80.0
2018-04-04;ARS Alentejo;7926.0;4343.0;3583.0;12.0
2018-04-04;ARS Algarve;4541.0;2182.0;2359.0;13.0
2018-04-05;ARS Alentejo;8081.0;4119.0;3962.0;13.0
2018-04-08;ARS Alentejo;803.0;719.0;84.0;14.0
2018-04-08;ARS Algarve;228.0;224.0;4.0;0.0
2018-04-10;ARS Alentejo;8513.0;4328.0;4185.0;12.0
2018-04-12;ARS Centro;22945.0;12314.0;10631.0;41.0
2018-04-12;ARS Lisboa e Vale do Tejo;29462.0;11095.0;18367.0;48.0
2018-04-12;ARS Algarve;4391.0;2069.0;2322.0;7.0
2018-04-14;ARS Lisboa e Vale do Tejo;1973.0;1955.0;18.0;35.0
2018-04-15;ARS Algarve;254.0;249.0;5.0;1.0
2018-04-18;ARS Lisboa e Vale do Tejo;31365.0;12049.0;19316.0;33.0
2018-04-18;ARS Algarve;4991.0;2384.0;2607.0;12.0
2018-04-19;ARS Centro;18902.0;10431.0;8471.0;34.0
2018-04-19;ARS Algarve;3991.0;1920.0;2071.0;7.0
2018-04-21;ARS Algarve;317.0;276.0;41.0;2.0
2018-04-22;ARS Norte;2563.0;2563.0;0.0;25.0
2018-04-24;ARS Norte;55489.0;28518.0;26971.0;44.0
2018-04-25;ARS Alentejo;811.0;745.0;66.0;13.0
2018-04-26;ARS Centro;22687.0;12817.0;9870.0;36.0
2018-04-26;ARS Lisboa e Vale do Tejo;31008.0;12722.0;18286.0;22.0
2018-04-26;ARS Alentejo;7915.0;4110.0;3805.0;4.0
2018-04-26;ARS Algarve;4719.0;2377.0;2342.0;3.0
2018-04-28;ARS Norte;2594.0;2494.0;100.0;7.0
2018-04-28;ARS Centro;1961.0;1866.0;95.0;11.0
2018-04-28;ARS Algarve;311.0;239.0;72.0;0.0
2018-04-29;ARS Centro;1734.0;1734.0;0.0;7.0
2018-04-30;ARS Lisboa e Vale do Tejo;30563.0;13616.0;16947.0;38.0
2018-05-01;ARS Lisboa e Vale do Tejo;1150.0;1150.0;0.0;10.0
2018-05-02;ARS Norte;52042.0;29420.0;22622.0;44.0
2018-05-05;ARS Lisboa e Vale do Tejo;1879.0;1866.0;13.0;19.0
2018-05-06;ARS Norte;2060.0;2060.0;0.0;6.0
2018-05-06;ARS Alentejo;753.0;701.0;52.0;3.0
2018-05-06;ARS Algarve;278.0;275.0;3.0;0.0
2018-05-08;ARS Norte;34931.0;18089.0;16842.0;21.0
2018-05-08;ARS Alentejo;7373.0;3671.0;3702.0;6.0
2018-05-09;ARS Centro;14686.0;8131.0;6555.0;18.0
2018-05-09;ARS Algarve;3093.0;1465.0;1628.0;7.0
2018-05-10;ARS Lisboa e Vale do Tejo;16758.0;7106.0;9652.0;13.0
2018-05-10;ARS Algarve;2521.0;1186.0;1335.0;3.0
2018-05-12;ARS Lisboa e Vale do Tejo;2097.0;2070.0;27.0;27.0
2018-05-14;ARS Centro;28842.0;16796.0;12046.0;30.0
2018-05-14;ARS Alentejo;9108.0;5075.0;4033.0;11.0
2018-05-15;ARS Norte;63329.0;32752.0;30577.0;44.0
2018-05-15;ARS Lisboa e Vale do Tejo;36111.0;14624.0;21487.0;17.0
2018-05-17;ARS Norte;54582.0;26718.0;27864.0;24.0
2018-05-18;ARS Centro;18803.0;10624.0;8179.0;20.0
2018-05-18;ARS Alentejo;6597.0;3409.0;3188.0;3.0
2018-05-19;ARS Norte;2586.0;2484.0;102.0;18.0
2018-05-21;ARS Lisboa e Vale do Tejo;37451.0;15739.0;21712.0;17.0
2018-05-22;ARS Lisboa e Vale do Tejo;34898.0;13837.0;21061.0;20.0
2018-05-23;ARS Norte;53676.0;27170.0;26506.0;23.0
2018-05-23;ARS Lisboa e Vale do Tejo;32283.0;13011.0;19272.0;19.0
2018-05-24;ARS Centro;22103.0;11755.0;10348.0;21.0
2018-05-24;ARS Lisboa e Vale do Tejo;30469.0;11810.0;18659.0;21.0
2018-05-25;ARS Centro;17520.0;10455.0;7065.0;13.0
2018-05-26;ARS Alentejo;849.0;772.0;77.0;1.0
2018-05-26;ARS Algarve;325.0;300.0;25.0;1.0
2018-05-28;ARS Lisboa e Vale do Tejo;36088.0;15324.0;20764.0;23.0
2018-05-28;ARS Algarve;5361.0;2624.0;2737.0;6.0
2018-05-31;ARS Norte;2093.0;2092.0;1.0;5.0
2018-05-31;ARS Lisboa e Vale do Tejo;1069.0;1069.0;0.0;5.0
2018-06-02;ARS Centro;1956.0;1809.0;147.0;9.0
2018-06-03;ARS Alentejo;724.0;667.0;57.0;7.0
2018-06-04;ARS Lisboa e Vale do Tejo;37324.0;16335.0;20989.0;28.0
2018-06-05;ARS Norte;57586.0;30094.0;27492.0;35.0
2018-06-05;ARS Centro;25329.0;13879.0;11450.0;13.0
2018-06-06;ARS Norte;53140.0;27507.0;25633.0;16.0
2018-06-08;ARS Lisboa e Vale do Tejo;26189.0;10817.0;15372.0;12.0
2018-06-08;ARS Algarve;3998.0;1855.0;2143.0;2.0
2018-06-10;ARS Alentejo;780.0;717.0;63.0;3.0
2018-06-13;ARS Alentejo;7271.0;3714.0;3557.0;6.0
2018-06-14;ARS Centro;21688.0;11586.0;10102.0;15.0
2018-06-15;ARS Norte;35531.0;18086.0;17445.0;27.0
2018-06-15;ARS Centro;13808.0;7889.0;5919.0;15.0
2018-06-16;ARS Norte;2636.0;2526.0;110.0;13.0
2018-06-16;ARS Centro;2089.0;1989.0;100.0;5.0
2018-06-16;ARS Lisboa e Vale do Tejo;1912.0;1882.0;30.0;11.0
2018-06-18;ARS Algarve;5639.0;2611.0;3028.0;2.0
2018-06-19;ARS Norte;53857.0;26928.0;26929.0;21.0
2018-06-20;ARS Norte;48378.0;23920.0;24458.0;14.0
2018-06-22;ARS Norte;39823.0;20319.0;19504.0;26.0
2018-06-23;ARS Norte;2511.0;2405.0;106.0;9.0
2018-06-24;ARS Norte;2237.0;2237.0;0.0;11.0
2018-06-24;ARS Lisboa e Vale do Tejo;1248.0;1248.0;0.0;9.0
2018-06-25;ARS Algarve;5169.0;2332.0;2837.0;4.0
2018-06-29;ARS Lisboa e Vale do Tejo;19735.0;8366.0;11369.0;7.0
2018-06-29;ARS Alentejo;5097.0;2706.0;2391.0;6.0
2018-06-30;ARS Norte;2509.0;2396.0;113.0;7.0
2018-06-30;ARS Centro;1965.0;1863.0;102.0;15.0
2018-07-03;ARS Norte;54453.0;28583.0;25870.0;37.0
2018-07-03;ARS Lisboa e Vale do Tejo;31655.0;13023.0;18632.0;19.0
2018-07-03;ARS Algarve;4657.0;2235.0;2422.0;3.0
2018-07-04;ARS Algarve;4329.0;2008.0;2321.0;4.0
2018-07-05;ARS Algarve;4293.0;1949.0;2344.0;0.0
2018-07-06;ARS Alentejo;5843.0;3171.0;2672.0;3.0
2018-07-09;ARS Centro;24046.0;13720.0;10326.0;12.0
2018-07-10;ARS Centro;22814.0;12448.0;10366.0;8.0
2018-07-11;ARS Algarve;4353.0;2044.0;2309.0;2.0
2018-07-14;ARS Lisboa e Vale do Tejo;1829.0;1804.0;25.0;9.0
2018-07-15;ARS Lisboa e Vale do Tejo;1225.0;1225.0;0.0;6.0
2018-07-15;ARS Algarve;294.0;286.0;8.0;0.0
2018-07-16;ARS Centro;23116.0;13833.0;9283.0;11.0
2018-07-16;ARS Alentejo;7170.0;3963.0;3207.0;3.0
2018-07-18;ARS Norte;49060.0;24924.0;24136.0;11.0
2018-07-18;ARS Lisboa e Vale do Tejo;28530.0;11369.0;17161.0;8.0
2018-07-18;ARS Algarve;4222.0;1970.0;2252.0;1.0
2018-07-20;ARS Alentejo;5486.0;2983.0;2503.0;1.0
2018-07-20;ARS Algarve;3687.0;1705.0;1982.0;1.0
2018-07-21;ARS Alentejo;784.0;716.0;68.0;0.0
2018-07-22;ARS Norte;2030.0;2030.0;0.0;4.0
2018-07-23;ARS Norte;53858.0;29556.0;24302.0;12.0
2018-07-25;ARS Alentejo;6337.0;3664.0;2673.0;0.0
2018-07-26;ARS Lisboa e Vale do Tejo;25682.0;10053.0;15629.0;11.0
2018-07-28;ARS Centro;2089.0;1995.0;94.0;3.0
2018-07-30;ARS Alentejo;6890.0;4124.0;2766.0;3.0
2018-07-31;ARS Alentejo;7227.0;3917.0;3310.0;2.0
